chr2	m_chr2_21	4807158	6559674	8	114.03
chr2	m_chr2_34	8388850	13584709	8	111.52
chr2	m_chr2_35	14235542	14920134	8	109.85
chr2	m_chr2_43	20931406	21108403	8	104.17
chr2	m_chr2_56	30285924	31111235	8	99.48
chr2	m_chr2_57	45269807	46692253	8	96.44
chr2	m_chr2_70	67447776	69264158	8	91.51
chr2	m_chr2_83	71901800	72672467	8	88.9
chr2	m_chr2_89	79541322	79572068	8	87.85
chr2	m_chr2_86	79649161	79833456	8	87.63
chr2	m_chr2_102	90256334	91097891	8	82.5
chr2	m_chr2_103	92081903	92916198	8	80
chr2	m_chr2_109	95080241	96019347	8	77.99
chr2	m_chr2_116	98497780	98733798	8	76.11
chr2	m_chr2_118	98863932	100261600	8	74.88
chr2	m_chr2_123	101757680	103640109	8	72.94
chr2	m_chr2_121	103640609	104304850	8	72.14
chr2	m_chr2_127	104895095	107969358	8	69.58
chr2	m_chr2_128	108415442	111023540	8	67.21
chr2	m_chr2_133	114524161	116038524	8	63.79
chr2	m_chr2_137	119860052	120913264	8	59.55
chr2	m_chr2_144	124836338	125259633	8	58.61
chr2	m_chr2_153	127895627	128177870	8	56.27
chr2	m_chr2_155	130232723	132100047	8	55.25
chr2	m_chr2_156	132141522	134002248	8	53.88
chr2	m_chr2_158	134777534	135918564	8	50.98
chr2	m_chr2_159	135922220	136790396	8	49.29
chr2	m_chr2_162	136790896	139984529	8	47.52
chr2	m_chr2_166	144121495	145723981	8	43.04
chr2	m_chr2_167	147534894	149474568	8	41.44
chr2	m_chr2_173	152512397	152710725	8	40.77
chr2	m_chr2_184	152966192	156106085	8	33.11
chr2	m_chr2_185	162739143	162821597	8	32.27
chr2	m_chr2_186	165250314	166693484	8	21.9
chr2	m_chr2_189	167323910	169269296	8	19.72
chr2	m_chr2_203	179309938	180192871	8	14.7
chr2	m_chr2_217	186036100	186810145	8	14.5
chr2	m_chr2_221	189111521	189327295	8	10.77
chr2	m_chr2_220	191100118	193394415	8	9.83
chr2	m_chr2_225	199476477	200713737	8	0
chr3	m_chr3_23	2427343	5971027	1	2.63
chr3	m_chr3_24	6720737	7344107	1	2.96
chr3	m_chr3_30	13486216	18286880	1	11.79
chr3	m_chr3_34	19231277	21477297	1	14.12
chr3	m_chr3_36	22933261	24987832	1	16.82
chr3	m_chr3_45	32102914	34445643	1	28.03
chr3	m_chr3_46	35464993	38318805	1	30.74
chr3	m_chr3_48	38319305	39749572	1	34.6
chr3	m_chr3_51	44477804	45764261	1	34.69
chr3	m_chr3_55	46862006	47233051	1	42.05
chr3	m_chr3_56	48169550	51118441	1	43.13
chr3	m_chr3_57	52050465	54296420	1	43.5
chr3	m_chr3_70	63383766	64562987	1	52.61
chr3	m_chr3_78	69869350	71768879	1	55.65
chr3	m_chr3_85	76149352	77152150	1	59.23
chr3	m_chr3_90	77463166	81343928	1	61.09
chr3	m_chr3_92	86938583	90715255	1	68.8
chr3	m_chr3_93	90716249	91724039	1	69.71
chr3	m_chr3_99	102663688	105456297	1	70.76
chr3	m_chr3_106	108431665	109390319	1	74.72
chr3	m_chr3_123	120553763	125452489	1	83.24
chr3	m_chr3_124	132100124	135908591	1	88.08
chr3	m_chr3_128	136462545	136551704	1	89.51
chr3	m_chr3_129	138337382	139022784	1	90.03
chr3	m_chr3_133	139023284	139785580	1	93.67
chr3	m_chr3_138	140371608	141064688	1	94.76
chr3	m_chr3_142	149116281	152064050	1	102.44
chr3	m_chr3_143	152516880	153383104	1	104.45
chr3	m_chr3_157	159434718	159823177	1	106.66
chr3	m_chr3_160	160830450	161552374	1	109.4
chr3	m_chr3_162	161631224	162597713	1	113.25
chr3	m_chr3_163	162682703	163852212	1	113.41
chr3	m_chr3_164	165336294	166165455	1	115.19
chr3	m_chr3_179	166640824	167392428	1	116.63
chr3	m_chr3_183	174815747	176225781	1	130.43
chr3	m_chr3_182	176319749	177032786	1	130.85
chr3	m_chr3_186	181193379	184901805	1	132.98
chr3	m_chr3_188	184902305	186875813	1	133.39
chr3	m_chr3_192	186876313	188128087	1	135.4
chr4	m_chr4_33	2400374	3436331	6	118.63
chr4	m_chr4_38	11638706	12607525	6	108.47
chr4	m_chr4_40	13014947	14348051	6	107.47
chr4	m_chr4_45	19013417	20399404	6	100.89
chr4	m_chr4_51	32471962	35971719	6	86.41
chr4	m_chr4_58	44588358	49118145	6	81.78
chr4	m_chr4_68	51673603	53090644	6	74.93
chr4	m_chr4_71	62539450	63746719	6	66.88
chr4	m_chr4_73	64035224	66761189	6	64.53
chr4	m_chr4_82	68327587	68831521	6	63.52
chr4	m_chr4_80	70149910	73258337	6	63.52
chr4	m_chr4_83	73258837	78260352	6	59.03
chr4	m_chr4_91	79645226	80714019	6	58.47
chr4	m_chr4_90	87144986	89826955	6	56.79
chr4	m_chr4_102	89983626	91634681	6	53.81
chr4	m_chr4_108	95883018	96571906	6	52.45
chr4	m_chr4_110	113115349	115148783	6	44.34
chr4	m_chr4_111	119913583	122923314	6	42.84
chr4	m_chr4_112	122927686	123198357	6	42.66
chr4	m_chr4_115	128249557	128945025	6	39.42
chr4	m_chr4_120	128945525	129503553	6	36.14
chr4	m_chr4_122	147006750	148318191	6	34.5
chr4	m_chr4_123	148579536	153773025	6	32.59
chr4	m_chr4_125	154061792	155275613	6	30.03
chr4	m_chr4_128	155276113	155473488	6	28.7
chr4	m_chr4_129	155634302	157840523	6	28.11
chr4	m_chr4_131	158689044	159713029	6	26.36
chr4	m_chr4_134	163790626	165052480	6	24.96
chr4	m_chr4_138	165977605	166268047	6	22.82
chr4	m_chr4_139	167261029	167807958	6	22.1
chr4	m_chr4_154	174126540	176093848	6	14.44
chr4	m_chr4_163	180172939	181212558	6	12.71
chr4	m_chr4_164	181214331	181886594	6	11.7
chr5	m_chr5_23	2059657	2443437	4	13.15
chr5	m_chr5_24	4198080	7032969	4	15.34
chr5	m_chr5_28	21540249	24871171	4	19.93
chr5	m_chr5_40	28157671	33451928	4	30.04
chr5	m_chr5_42	35823532	37262975	4	37.01
chr5	m_chr5_53	43659288	45808662	4	44.97
chr5	m_chr5_56	60122337	61527429	4	48
chr5	m_chr5_79	64107347	65961561	4	53.46
chr5	m_chr5_77	67228976	69629022	4	52.25
chr5	m_chr5_58	69629522	74723145	4	51.32
chr5	m_chr5_82	84196767	87127176	4	55.34
chr5	m_chr5_95	97722500	99915027	4	65.12
chr5	m_chr5_96	108934848	110224775	4	68.3
chr5	m_chr5_101	127405434	127860460	4	72.45
chr5	m_chr5_102	127864474	128379771	4	72.95
chr5	m_chr5_107	128380271	130207746	4	73.83
chr5	m_chr5_108	130737101	131689021	4	75.65
chr5	m_chr5_109	131696560	133432953	4	76.01
chr5	m_chr5_114	138800475	138987212	4	79.04
chr5	m_chr5_115	139413701	141856162	4	81.47
chr5	m_chr5_117	142095111	143224888	4	82
chr5	m_chr5_125	143225388	148311312	4	91.31
chr6	m_chr6_29	1332942	1701779	9	115.66
chr6	m_chr6_30	5924842	7936941	9	113.83
chr6	m_chr6_41	11858751	13109852	9	108.78
chr6	m_chr6_43	19356359	24286641	9	95.25
chr6	m_chr6_44	24295444	25567501	9	94.32
chr6	m_chr6_47	26104114	31634242	9	90.93
chr6	m_chr6_50	31825750	34059872	9	88.52
chr6	m_chr6_59	37930972	38234099	9	85.39
chr6	m_chr6_53	38322217	39157354	9	85.17
chr6	m_chr6_54	42668289	43553054	9	84.66
chr6	m_chr6_56	43553554	44274700	9	84.44
chr6	m_chr6_21	44275200	48893948	9	78.84
chr6	m_chr6_63	55725799	56592685	9	78.6
chr6	m_chr6_65	67510058	69264275	9	78.03
chr6	m_chr6_70	69264775	71622549	9	76.33
chr6	m_chr6_73	71623049	75401264	9	75.72
chr6	m_chr6_76	75980082	81530064	9	70.09
chr6	m_chr6_79	83962501	84443803	9	69.24
chr6	m_chr6_81	84444303	86168933	9	67.84
chr6	m_chr6_80	86269342	86988799	9	67.56
chr6	m_chr6_83	91666860	92486320	9	65.15
chr6	m_chr6_92	98794469	100811630	9	63.42
chr6	m_chr6_94	102670122	103887747	9	57.2
chr6	m_chr6_95	111537278	111709198	9	54.57
chr6	m_chr6_96	114616875	116850868	9	51.48
chr6	m_chr6_97	116872555	118058687	9	48.95
chr6	m_chr6_105	120026793	120677989	9	46.21
chr6	m_chr6_107	122348556	122845313	9	45.85
chr6	m_chr6_109	124873711	125363890	9	43.4
chr6	m_chr6_112	125712111	126854554	9	40.38
chr6	m_chr6_115	127985229	129144299	9	40.11
chr6	m_chr6_116	130932087	132785880	9	35.49
chr6	m_chr6_122	132786380	133209752	9	35.11
chr6	m_chr6_125	142593454	144177093	9	22.66
chr6	m_chr6_133	151102701	153374263	9	15.51
chr6	m_chr6_134	153533021	154715164	9	15.07
chr6	m_chr6_137	156106453	156131073	9	14.49
chr6	m_chr6_146	156934052	157642688	9	10.19
chr6	m_chr6_151	160098593	163880899	9	7.61
chr6	m_chr6_153	164946268	166541036	9	4.75
chr6	m_chr6_154	166541704	167705881	9	3.11
chr7	m_chr7_22	7043814	7327873	2	10.91
chr7	m_chr7_27	10357339	10858028	2	15.1
chr7	m_chr7_33	17068834	17467792	2	22.09
chr7	m_chr7_41	26063224	28799627	2	29.83
chr7	m_chr7_43	31806270	32171001	2	30.98
chr7	m_chr7_48	40286612	43220795	2	33.59
chr7	m_chr7_56	57273648	58582832	2	43.21
chr7	m_chr7_59	58624865	59211917	2	45.71
chr7	m_chr7_62	60498421	61757758	2	48.54
chr7	m_chr7_64	63067417	64130279	2	50.12
chr7	m_chr7_67	65915951	68681386	2	53.31
chr7	m_chr7_69	72386398	77173065	2	55.78
chr7	m_chr7_70	77648008	77976989	2	58.49
chr7	m_chr7_71	78734963	79844103	2	60.34
chr7	m_chr7_73	83471103	83772166	2	62.99
chr7	m_chr7_76	88157236	90444667	2	69.19
chr7	m_chr7_82	90445167	95098159	2	68.98
chr7	m_chr7_85	101888678	102741617	2	72.78
chr7	m_chr7_87	104809185	107352220	2	76.49
chr7	m_chr7_99	109952252	113437507	2	85.86
chr7	m_chr7_97	113438007	114071521	2	85.86
chr7	m_chr7_96	114072762	114774541	2	85.73
chr7	m_chr7_100	116100488	116441724	2	85.12
chr7	m_chr7_93	116442224	117801544	2	85.71
chr7	m_chr7_94	117909929	119869029	2	85.29
chr7	m_chr7_104	123117511	123544218	2	85.89
chr7	m_chr7_109	126095876	128149461	2	86.07
chr7	m_chr7_118	136559845	138119359	2	86.41
chr7	m_chr7_122	139378706	140222606	2	87.18
chr7	m_chr7_134	150528774	151343967	2	90.65
chr7	m_chr7_135	159457932	160012824	2	94
chr7	m_chr7_138	165065808	168245388	2	99.39
chr7	m_chr7_141	171864030	174387038	2	108.18
chr7	m_chr7_144	174387538	176551183	2	111.65
chr7	m_chr7_146	181390405	182398481	2	116.26
chr8	m_chr8_20	1747927	4137446	5	95.83
chr8	m_chr8_13	4137946	5987407	5	90.57
chr8	m_chr8_33	11513320	11962507	5	83.88
chr8	m_chr8_5	18824731	20056285	5	82.74
chr8	m_chr8_29	24716744	25761390	5	81.09
chr8	m_chr8_40	29715671	30525296	5	81.16
chr8	m_chr8_37	30525796	32849838	5	78.58
chr8	m_chr8_45	35557265	36679940	5	76.23
chr8	m_chr8_46	37078948	37160183	5	75.93
chr8	m_chr8_47	37271310	41150246	5	74.33
chr8	m_chr8_58	53701315	58005952	5	65.51
chr8	m_chr8_62	62140125	65711583	5	60.89
chr8	m_chr8_61	65726118	71331318	5	63.29
chr8	m_chr8_64	75378487	75925938	5	58.25
chr8	m_chr8_69	79239939	80215039	5	56.28
chr8	m_chr8_76	82229325	85105437	5	53.93
chr8	m_chr8_77	96117401	99935610	5	52.15
chr8	m_chr8_84	102864406	103321985	5	50.94
chr8	m_chr8_94	104203526	106469554	5	47.55
chr8	m_chr8_97	106470054	106986498	5	45.81
chr8	m_chr8_98	107611199	109862254	5	43.87
chr8	m_chr8_104	110205011	111067165	5	43.13
chr8	m_chr8_99	112073253	113107793	5	42.4
chr8	m_chr8_111	118232484	118703497	5	35.87
chr8	m_chr8_112	123466413	127700879	5	33.01
chr8	m_chr8_122	130556102	133617058	5	29.2
chr8	m_chr8_121	133619027	134478048	5	28.21
chr8	m_chr8_123	138855190	140121642	5	22.09
chr8	m_chr8_124	143133687	145245358	5	21.76
chr8	m_chr8_135	148151948	149477686	5	20.55
chr8	m_chr8_136	150298626	151011133	5	17.98
chr8	m_chr8_138	151211171	152062478	5	17.57
chr8	m_chr8_142	154513315	157915641	5	12.87
chr8	m_chr8_144	165568100	165797721	5	10.96
chr9	m_chr9_1	500	2381260	10	6.04
chr9	m_chr9_6	2381760	4015633	10	7.39
chr9	m_chr9_8	6069547	7038250	10	7.7
chr9	m_chr9_10	14208215	14836842	10	12.23
chr9	m_chr9_24	39920223	45354960	10	23.95
chr9	m_chr9_25	45382119	50363783	10	28.54
chr9	m_chr9_28	55101249	55396810	10	29.06
chr9	m_chr9_40	58695724	61473004	10	33.19
chr9	m_chr9_32	62217349	63232861	10	34.11
chr9	m_chr9_43	70081795	72046460	10	39.81
chr9	m_chr9_54	84817576	85559712	10	49.21
chr9	m_chr9_57	86921061	87140446	10	50.95
chr9	m_chr9_74	96950047	99291222	10	65.32
chr9	m_chr9_78	102244051	102528066	10	69.54
chr9	m_chr9_83	107399695	120061613	10	73.27
chr9	m_chr9_86	120062113	122149900	10	76.11
chr9	m_chr9_87	122365554	125597491	10	78.44
chr9	m_chr9_88	128500304	130788545	10	78.91
chr9	m_chr9_90	131286292	134517787	10	85.5
chr9	m_chr9_91	142647844	143509602	10	85.62
chr9	m_chr9_105	144831166	149696040	10	89.11
chr9	m_chr9_107	150177654	152345343	10	90.59
chr9	m_chr9_110	153703880	159116938	10	93.57
chr9	m_chr9_113	159117438	163990908	10	97.54
